topic0,zins,anleih,kredit,rendit,niedrig,spar,papi,laufzeit,anleg,darleh,staatsanleih,schuld,fallig,zin,investor,gunstig,zehnjahr,bond,langfrist,kondition,hoch,liegt,zinssatz,kapitalmarkt,volum,kurzfrist,finanzier,bundesanleih,angebot,risiko,betrag,rat,wert,biet,gering,verzins,kauf,anlag,sech,kapital,finanzi,je,lieg,vergleich,steig,verschuld,sollt,betragt,pfandbrief,entsprech,zahlt,prozentpunkt,wertpapi,ruckzahl,aktuell,attraktiv,summ,tilgung,acht,null,sieb,bietet,expert,begeb,verzin,erhoht,alternativ,bund,sparbuch,zuruckzahl,bonitat,nachfrag,effektiv,schuldn,garantiert,finanziert,angelegt,bekomm,bedeutet,steigt,durchschnitt,dah,bring,funfjahr,knapp,emission,ertrag,tagesgeld,einlag,kreditnehm,gelt,immobili,aufnehm,vorzeit,leih,beispiel,steigend,fest,seri,unternehmensanleih
topic154,mitarbeit,beschaftigt,arbeitsplatz,standort,werk,entlass,abbau,betriebsrat,kundig,betroff,belegschaft,job,kost,schliessung,stellenabbau,management,gestrich,verlust,insgesamt,streich,personal,angekundigt,geschloss,abgebaut,wegfall,einspar,schliess,plan,massnahm,streicht,zentral,personalabbau,einschnitt,konz,betrieb,hart,verwalt,betriebsbedingt,reduziert,angestellt,arbeitnehmervertret,kundigt,drastisch,kurzarbeit,arbeitnehm,umbau,produktion,tausend,bereich,abfind,schliesst,sparprogramm,massiv,senk,halft,spar,verlager,eingestellt,beschaft,verlagert,umstrukturier,bleib,kommend,sanier,einstell,jahrlich,reduzi,bochum,baut,plant,zukunft,zusatz,sozialplan,streichung,personalkost,spart,gefahrdet,gekundigt,eingespart,bedroht,dadurch,zug,wettbewerbsfah,verzicht,drittel,intern,vorstand,gesamtbetriebsrat,gewerkschaft,sparkur,stellenstreich,jahres,kostensenk,ausserd,reduzier,sozialvertrag,befurchtet,beschloss,arbeitsplatzabbau,fertig
 ,0.1,0.047,0.044,0.024,0.018,0.017,0.016,0.016,0.014,0.014,0.014,0.013,0.011,0.01,0.009,0.009,0.009,0.008,0.008,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic155,red,wort,auftritt,veranstalt,sprach,feiern,statt,gast,stand,platz,stund,hielt,gekomm,saal,geburtstag,zeigt,feiert,diesmal,abend,erinnert,beginn,liess,buhn,anlass,gemeinsam,spricht,beifall,fand,lobt,zukunft,lob,fest,gleich,einlad,daran,ging,publikum,redn,reih,geleg,eingelad,zuhor,gest,applaus,zuvor,ton,teilnehm,feier,minut,gefeiert,bild,nahm,zeich,seh,moment,vortrag,stimmung,anwes,ansprach,off,jahrestag,zeig,gegeb,empfang,blieb,schliesslich,neb,ereignis,dank,feierlich,histor,symbol,hand,versammelt,hor,durf,herz,gelad,stellt,stolz,gehalt,ruft,verkundet,eroffnet,wunsch,ehr,freud,abschied,person,aufmerksam,art,jubilaum,nehm,prasentiert,einheit,geschenk,nutzt,auftakt,freundlich,einzig
 ,0.048,0.018,0.013,0.009,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic156,griechenland,griechisch,ath,kris,portugal,spani,eu,zon,finanzminist,griech,hilf,schuld,itali,irland,iwf,europas,schuldenkris,wahrungsfond,schaubl,rettungsschirm,tsipras,wahrungsunion,esm,rettung,portugies,kredit,zentralbank,spar,brussel,staatsanleih,reform,glaubig,gemeinsam,zyp,troika,partn,hart,lissabon,helf,regierungschef,national,rettungsfond,efsf,grupp,hoch,treff,hilfspaket,rett,burg,schuldenschnitt,premi,privat,sudeuropa,lagard,papandreou,finanzmarkt,finanziell,notig,geldgeb,eurozon,okonom,frankreich,merkel,druck,vertrau,gipfel,ezb,rettungspaket,massnahm,programm,verschuldet,samaras,krisenland,haushalt,braucht,stabilitat,wirtschaftsleist,direkt,problem,kreditgeb,dritt,fond,fiskalpakt,staatsschuld,sparprogramm,bekomm,beding,sorg,pasok,wahrung,steuerzahl,syriza,darub,losung,wettbewerbsfah,beschloss,finanzhilf,austritt,pleit,bislang
 ,0.057,0.03,0.027,0.017,0.016,0.013,0.013,0.012,0.012,0.01,0.01,0.009,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic157,staatsanwaltschaft,ermittl,verdacht,vorwurf,ermittelt,affar,behord,skandal,betrug,korruption,ex,illegal,staatsanwalt,untersuch,ehemal,verfahr,justiz,beschuldigt,angeb,bestech,mitarbeit,steuerhinterzieh,zusammenhang,manag,ermittlungsverfahr,offenbar,eingeleitet,kont,geldwasch,untreu,zahlung,schmiergeld,durchsucht,aufklar,vorgeworf,anzeig,schad,verwickelt,auftrag,damal,verstoss,kriminell,straf,inzwisch,dubios,spend,firma,hinweis,durchsuch,eingestellt,person,ermitteln,intern,mutmass,steuerfahnd,gezahlt,unterlag,manipulation,strafanzeig,vorgang,gewusst,gefalscht,fahnd,erkenntnis,anwalt,falsch,fiskus,strafverfolg,gefloss,beschlagnahmt,strafrecht,unregelmass,betrog,manipuliert,deal,kass,insgesamt,kassiert,visi,nam,oberstaatsanwalt,machenschaft,erhob,gerat,konto,erstattet,bestatigt,wirft,schwer,laut,summ,razzia,generalstaatsanwalt,selbstanzeig,anonym,beihilf,untersucht,insiderhandel,jahrelang,korruptionsaffar
 ,0.033,0.032,0.023,0.018,0.014,0.014,0.011,0.011,0.01,0.01,0.01,0.009,0.008,0.008,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic158,damal,ging,liess,stand,nie,blieb,begann,geschicht,schliesslich,galt,inzwisch,zog,hielt,sah,fand,einst,geword,bekam,fuhrt,bracht,nahm,verlor,nam,jahrzehnt,neunzig,bald,wohl,trat,fiel,danach,seith,versucht,gehort,mitt,schrieb,achtzig,wollt,seitd,folgt,zunach,erinnert,sass,wusst,obwohl,gelang,geriet,heutig,setzt,gemacht,siebzig,plotzlich,seinerzeit,spat,stet,erfolg,einstig,jahrelang,geblieb,traf,zuletzt,half,trug,stellt,schlug,herb,verliess,zahlt,bevor,erlebt,bot,erhielt,endet,hand,dahin,heraus,nachd,einzig,fruhjahr,gegang,gehabt,glaubt,sucht,grundet,wuch,lief,her,halb,ehemal,erinner,brach,gebor,kehrt,legt,daran,spielt,sorgt,fortan,sechzig,zwanzig,bestand
 ,0.083,0.032,0.018,0.018,0.015,0.015,0.014,0.013,0.012,0.01,0.01,0.01,0.01,0.009,0.009,0.009,0.009,0.009,0.008,0.008,0.008,0.008,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic159,bau,schwed,landwirtschaft,schwedisch,tier,stockholm,landwirt,danisch,kron,danemark,bse,betrieb,gentechn,verbrauch,fleisch,hof,verandert,pflanz,kopenhag,rind,grun,kunast,kuh,milch,feld,hektar,bauernverband,anbau,schwein,aign,monsanto,ernt,lebensmittel,flach,landwirtschaftsminist,mais,verbot,dan,agrarpolit,agrarminist,getreid,bod,eier,tierschutz,bio,glyphosat,stall,borchert,agrar,produkt,schaf,verbraucherschutz,tonn,pestizid,erzeug,rasmuss,ack,konventionell,okolog,futt,huhn,umwelt,saatgut,persson,milchbau,oko,landwirtschaftsministerium,farm,behord,ernahr,kontroll,einsatz,bislang,kennzeichn,produktion,ministerin,gen,skandal,handel,durf,bekomm,skandinav,maul,betroff,landlich,zulass,weiz,zucht,skandinavi,produzi,ausserd,kalb,molkerei,exportverbot,tonni,agrarreform,verband,soja,lebensmitteln,belastet
 ,0.026,0.026,0.022,0.02,0.016,0.014,0.014,0.013,0.012,0.011,0.01,0.009,0.009,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic160,polizei,prot,polizist,demonstrant,demonstration,stadt,strass,beamt,tausend,verletzt,samstag,demonstriert,hundert,gewalt,kundgeb,aktion,protestiert,anhang,unruh,friedlich,nacht,protesti,jugend,ausschreit,festgenomm,aktivist,gewalttat,wochen,teilnehm,sicherheitskraft,gekomm,aufgeruf,demonstri,auseinandersetz,grupp,stein,zehntaus,einsatz,krawall,gegn,ging,nahm,zusammenstoss,warf,veranstalt,versammelt,fordert,gewaltsam,beweg,versucht,besetzt,hauptstadt,donnerstag,marsch,schwer,verbot,dutzend,wollt,zahlreich,rief,blockiert,aufruf,innenminist,ap,student,afp,blockad,besetz,widerstand,behord,burg,zog,tranengas,meng,angegriff,setzt,gebaud,mindest,link,innenstadt,berichtet,landesweit,nachd,organisator,opposition,vorgeh,richtet,zwischenfall,organisiert,abend,protestaktion,erneut,polizeibeamt,anti,vorfall,plakat,aufgebracht,festnahm,innenministerium,daraufhin
 ,0.049,0.039,0.025,0.024,0.02,0.015,0.014,0.013,0.011,0.01,0.009,0.009,0.008,0.008,0.008,0.008,0.008,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic161,parlament,abgeordnet,partei,mehrheit,opposition,verfass,abstimm,stimm,ministerprasident,koalition,konservativ,premi,regierungschef,neuwahl,wahl,sozialist,liberal,referendum,sozialdemokrat,demokrat,fraktion,parlamentari,stimmt,gewahlt,sitz,mandat,kabinett,parlamentswahl,kommunist,vorsitz,volksabstimm,christdemokrat,unterstutz,burg,zustimm,gegn,parlamentar,rucktritt,oppositionspartei,demokrati,regierungspartei,vertret,vorgezog,votum,koalitionspartn,regierungsbild,oppositionell,national,volkspartei,sitzung,premierminist,auflos,regierungskoalition,parlamentsprasident,reform,bildung,nein,debatt,absolut,minderheitsregier,amt,votiert,umstritt,gestimmt,unabhang,verfassungsander,staatsprasident,abgelehnt,gescheitert,verfugt,volksvertret,volksentscheid,kamm,abgeordnetenhaus,bild,bundnis,gefuhrt,oppositionsfuhr,ausgesproch,misstrauensvotum,versamml,regiert,niederlag,ablehn,minist,regi,bisher,befurwort,sturz,antrag,koalitionsregier,regierungskris,drittel,verabschiedet,bevolker,lehnt,kundigt,legislaturperiod,angekundigt,vertrau
 ,0.077,0.052,0.047,0.035,0.022,0.019,0.018,0.018,0.015,0.015,0.015,0.014,0.013,0.012,0.012,0.012,0.011,0.01,0.01,0.01,0.01,0.009,0.009,0.007,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic162,schweiz,frank,zurich,ubs,liechtenstein,ausland,schweizer,bern,bar,suiss,credit,steu,vermog,genf,nam,druck,bankgeheimnis,fuhrt,kanton,steuerhinterzieh,svp,gehort,steueroas,gegenub,st,stellt,grupp,zurch,entsprech,bleib,basel,hoch,gemacht,kuhn,reich,bleibt,ebenfall,zug,neb,ahnlich,direkt,zeigt,sfr,weiterhin,eidgenoss,genannt,zusamm,agfa,sogenannt,setzt,gall,gebracht,nationalbank,lieg,nah,bring,liegt,bloch,gehor,legt,ebn,gleichzeit,sieb,angelegt,schritt,fest,zunach,photo,mitt,folg,wohl,tatsach,geword,verwaltungsrat,tatig,gleich,nahm,handelt,obwohl,nachd,schwierig,group,furstentum,swatch,gefuhrt,schwarzgeld,vaduz,cs,lgt,kurz,fuhr,einzig,auss,schliesslich,widm,dritt,steuerflucht,besteh,snb,finanzplatz
 ,0.068,0.035,0.028,0.013,0.013,0.013,0.012,0.011,0.008,0.007,0.007,0.007,0.007,0.007,0.006,0.006,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic163,analyst,erwart,expert,erwartet,wert,rechn,kur,positiv,kommend,prognos,seh,meint,eher,einschatz,optimist,steig,ansicht,entwickl,hoch,rechnet,oben,glaubt,zuletzt,vorsicht,unt,trotz,langfrist,beobacht,aktuell,dah,erreicht,schlecht,angesicht,rat,sicht,dennoch,bewertet,steigend,unsich,kurzfrist,gering,niedrig,bewert,aussicht,empfehl,vergleich,wahrschein,verhaltnis,weiterhin,trend,niveau,lieg,relativ,skeptisch,profiti,bleib,zukunft,glaub,anhalt,prognostiziert,ahnlich,meinung,optimismus,zeigt,jahres,laufend,research,korrektur,gunstig,negativ,ledig,schatzung,stabil,mittelfrist,gerechnet,empfiehlt,zuversicht,best,pessimist,bleibt,jahresbeginn,zuruckhalt,ebenfall,ausfall,entwickelt,bislang,voraus,allgemein,euphori,momentan,obwohl,reih,zunehm,zwolf,faktor,attraktiv,gefall,basis,gelt,korrigiert
 ,0.03,0.024,0.021,0.018,0.016,0.015,0.014,0.011,0.011,0.011,0.011,0.011,0.009,0.009,0.009,0.008,0.008,0.008,0.008,0.008,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic164,merkel,cdu,csu,union,kanzlerin,seehof,schaubl,bundeskanzlerin,spd,vorsitz,stoib,bundesregier,koalition,generalsekretar,ministerprasident,merz,glos,debatt,streit,kaud,kanzleramt,thema,chefin,bundestag,guttenberg,wahlkampf,fraktionschef,suddeutsch,bundestagswahl,gemeinsam,spitz,unionsfraktion,minist,treff,forder,rottg,off,pofalla,kritik,landesgrupp,regierungssprech,stellvertret,seit,fordert,viz,partei,woll,unterstutz,richtig,fraktion,bild,sigmar,kur,unionspolit,christdemokrat,diskussion,sprach,blick,lehnt,reih,dobrindt,wochen,kanzlerkandidat,position,fuhrend,seibert,gesagt,altmai,fdp,sitzung,ramsau,landesgruppenchef,kanzl,koalitionsvertrag,red,unionsfraktionschef,parteichef,vorschlag,opposition,bundesprasident,kreuth,them,zeigt,durf,prasidium,unionspartei,vorstoss,gesprach,schwesterpartei,teilnehm,zugleich,eindruck,verstand,hiess,koalitionspartn,ley,ide,sod,stellt,generalsekretarin
 ,0.102,0.095,0.067,0.065,0.033,0.027,0.027,0.016,0.013,0.011,0.011,0.01,0.009,0.009,0.008,0.007,0.007,0.006,0.006,0.006,0.006,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
topic165,kirch,kathol,papst,vatikan,evangel,ii,bischof,christ,christlich,kardinal,gott,rom,heilig,priest,glaub,erzbischof,bischofskonferenz,kirchlich,orthodox,glaubig,religion,pfarr,leb,xvi,theolog,religios,geistlich,gemeind,ekd,bistum,vorsitz,protestant,gottesdien,klost,erklar,kna,besuch,kreuz,dialog,ratzing,patriarch,gebet,rat,mess,predigt,konservativ,ratsvorsitz,synod,fried,gemeinschaft,okumen,abtreib,oberhaupt,gemeinsam,papstlich,kirchentag,meisn,wort,romisch,limburg,epd,diozes,fulda,zeich,gerecht,landeskirch,christentum,sund,vertret,stuhl,bet,regensburg,pat,mainz,staatlich,laien,ord,zdk,durf,st,fromm,erzbistum,kuri,kassmann,monch,anglikan,zollitsch,seelsorg,wunsch,dien,off,bibel,sprach,dom,selb,freiburg,jugend,kathedral,elst,zentralkomite
 ,0.073,0.041,0.037,0.015,0.014,0.013,0.012,0.012,0.011,0.011,0.009,0.009,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
topic166,kosovo,belgrad,alban,serbisch,serbi,milosevic,nato,mazedoni,jugoslawi,jugoslaw,balkan,unabhang,serb,albani,un,uck,krieg,provinz,slobodan,montenegro,pristina,konflikt,mazedon,kfor,fuhr,demokrat,kostunica,ministerprasident,eu,djindjic,osz,west,westlich,skopj,sloweni,haag,beginn,milosevics,mind,solana,cacut,partei,status,anerkenn,tirana,vertret,zoran,bevolker,vojislav,rugova,aussenminist,kosovar,fuhrung,region,tadic,vermittl,djukanovic,opposition,befreiungsarme,grenz,gemeinschaft,sozialist,radikal,zusammenarbeit,ethnisch,autonomi,gebiet,luftangriff,regierungschef,draskovic,berisha,nationalist,ku,hauptstadt,ehemal,tribunal,losung,diplomat,verhandl,verwalt,sprach,beobacht,montenegrin,machthab,javi,slowen,fried,friedenstrupp,ziel,regim,nord,teilrepubl,dorf,staatlich,mission,kriegsverbrech,zukunft,afp,polizei,vertreib
 ,0.06,0.029,0.028,0.024,0.023,0.02,0.018,0.014,0.014,0.013,0.011,0.01,0.01,0.009,0.009,0.008,0.007,0.007,0.007,0.007,0.006,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
topic167,dm,ag,ergebnis,umsatz,vorjahr,divid,geschaftsjahr,je,erhoht,mill,grupp,jahresuberschuss,verlust,vorstandsvorsitz,erwartet,plus,gmbh,erzielt,steu,vorstand,frankfurt,verbessert,ertrag,erreicht,mrd,konz,gestieg,stieg,holding,laufend,vwd,bereich,dusseldorf,heu,betriebsergebnis,unverandert,gewohn,inland,gesteigert,betrag,aufgrund,halbjahr,konzernumsatz,bzw,rechnet,positiv,hauptversamml,gesellschaft,tocht,vgl,ausserordent,geschaftstat,insgesamt,laut,erhoh,erstmal,betrug,kapital,knapp,beziffert,auftragseingang,wesent,ausschutt,gegenub,erneut,einschliess,ausgeg,ausgewies,kraftig,investition,minus,jas,stw,wobei,aktionar,entfiel,trotz,steiger,stuttgart,voll,xs,jahres,erheb,leicht,konsolidiert,stamm,steig,weist,ertragslag,aufwend,verringert,gezahlt,verlustvortrag,vorzugsakti,stammakti,abgeschloss,vorstandsmitglied,wuch,fehlbetrag,eigenkapital
 ,0.279,0.056,0.019,0.018,0.013,0.011,0.011,0.011,0.01,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
topic168,wahl,partei,stimm,kandidat,wahlkampf,sieg,mehrheit,ergebnis,gewahlt,sitz,umfrag,parlamentswahl,burg,abstimm,konservativ,knapp,demokrat,anhang,wahlsieg,kommunalwahl,absolut,gewonn,niederlag,wahlgang,opposition,mandat,bewerb,stichwahl,verlor,prasidentenwahl,wahlkreis,burgermeist,chanc,prasidentschaftswahl,parlament,wahlbeteil,erhielt,herausford,amt,renn,erreicht,wahlergebnis,link,kandidatur,wahlt,antret,wahlkommission,liberal,wahlberechtigt,gewann,vorsprung,amtsinhab,list,wahlrecht,dritt,uberrasch,sozialdemokrat,wahllokal,regiert,spitzenkandidat,beobacht,erfolg,auszahl,unabhang,gewinnt,wiederwahl,regierungspartei,vertret,vorn,entschied,erstmal,verli,demokrati,prozentpunkt,gegn,diesmal,bisher,aufgeruf,ex,platz,europawahl,favorit,erzielt,ausgang,abgegeb,kandidatin,hurd,amtier,amtszeit,kampagn,jahrig,erwartet,bundnis,wahltag,gegenkandidat,vorlauf,unterstutz,duell,landesweit,ehemal
 ,0.091,0.043,0.038,0.029,0.019,0.017,0.017,0.016,0.015,0.011,0.01,0.01,0.008,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
